,CT_image_path,lung_mask_path,covid_infection_mask_path,Dataset_Label,is_Train
11,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_image_2050.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_lung_mask_2050.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_covid_mask_2050.npy,CT_20-04-20,FALSE
12,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_image_1236.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_lung_mask_1236.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_covid_mask_1236.npy,CT_20-04-20,FALSE
13,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-13_image_612.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-13_lung_mask_612.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-13_covid_mask_612.npy,CT_20-04-13,FALSE
14,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-13_image_376.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-13_lung_mask_376.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-13_covid_mask_376.npy,CT_20-04-13,FALSE
15,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_image_1897.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_lung_mask_1897.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_covid_mask_1897.npy,CT_20-04-20,FALSE
16,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_image_196.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_lung_mask_196.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_covid_mask_196.npy,CT_20-04-20,FALSE
17,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_image_2840.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_lung_mask_2840.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_covid_mask_2840.npy,CT_20-04-20,FALSE
18,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_image_2076.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_lung_mask_2076.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_covid_mask_2076.npy,CT_20-04-20,FALSE
19,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_image_2928.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_lung_mask_2928.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_covid_mask_2928.npy,CT_20-04-20,FALSE
20,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_image_2373.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_lung_mask_2373.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_covid_mask_2373.npy,CT_20-04-20,FALSE
21,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_image_3300.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_lung_mask_3300.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_covid_mask_3300.npy,CT_20-04-20,FALSE
22,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_image_2816.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_lung_mask_2816.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_covid_mask_2816.npy,CT_20-04-20,FALSE
23,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_image_2900.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_lung_mask_2900.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_covid_mask_2900.npy,CT_20-04-20,FALSE
24,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_image_2066.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_lung_mask_2066.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_covid_mask_2066.npy,CT_20-04-20,FALSE
25,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_image_3206.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_lung_mask_3206.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_covid_mask_3206.npy,CT_20-04-20,FALSE
26,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_image_3373.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_lung_mask_3373.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_covid_mask_3373.npy,CT_20-04-20,FALSE
27,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_image_244.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_lung_mask_244.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_covid_mask_244.npy,CT_20-04-20,FALSE
28,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_image_880.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_lung_mask_880.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_covid_mask_880.npy,CT_20-04-20,FALSE
29,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_image_2941.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_lung_mask_2941.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_covid_mask_2941.npy,CT_20-04-20,FALSE
30,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_image_1410.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_lung_mask_1410.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_covid_mask_1410.npy,CT_20-04-20,FALSE
31,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_image_272.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_lung_mask_272.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_covid_mask_272.npy,CT_20-04-20,FALSE
32,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-13_image_363.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-13_lung_mask_363.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-13_covid_mask_363.npy,CT_20-04-13,FALSE
33,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-13_image_38.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-13_lung_mask_38.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-13_covid_mask_38.npy,CT_20-04-13,FALSE
34,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_image_2510.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_lung_mask_2510.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_covid_mask_2510.npy,CT_20-04-20,FALSE
35,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_image_578.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_lung_mask_578.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_covid_mask_578.npy,CT_20-04-20,FALSE
36,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_image_625.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_lung_mask_625.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_covid_mask_625.npy,CT_20-04-20,FALSE
37,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_image_723.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_lung_mask_723.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_covid_mask_723.npy,CT_20-04-20,FALSE
38,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-13_image_333.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-13_lung_mask_333.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-13_covid_mask_333.npy,CT_20-04-13,FALSE
39,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_image_1523.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_lung_mask_1523.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_covid_mask_1523.npy,CT_20-04-20,FALSE
40,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_image_3244.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_lung_mask_3244.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_covid_mask_3244.npy,CT_20-04-20,FALSE
41,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_image_2452.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_lung_mask_2452.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_covid_mask_2452.npy,CT_20-04-20,FALSE
42,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-13_image_574.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-13_lung_mask_574.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-13_covid_mask_574.npy,CT_20-04-13,FALSE
43,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_image_222.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_lung_mask_222.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_covid_mask_222.npy,CT_20-04-20,FALSE
44,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_image_3515.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_lung_mask_3515.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_covid_mask_3515.npy,CT_20-04-20,FALSE
45,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_image_3468.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_lung_mask_3468.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_covid_mask_3468.npy,CT_20-04-20,FALSE
46,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-13_image_178.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-13_lung_mask_178.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-13_covid_mask_178.npy,CT_20-04-13,FALSE
47,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_image_853.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_lung_mask_853.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_covid_mask_853.npy,CT_20-04-20,FALSE
48,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_image_2577.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_lung_mask_2577.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_covid_mask_2577.npy,CT_20-04-20,FALSE
49,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_image_3392.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_lung_mask_3392.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_covid_mask_3392.npy,CT_20-04-20,FALSE
50,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_image_1935.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_lung_mask_1935.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_covid_mask_1935.npy,CT_20-04-20,FALSE
51,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_image_1924.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_lung_mask_1924.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_covid_mask_1924.npy,CT_20-04-20,FALSE
52,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_image_228.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_lung_mask_228.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_covid_mask_228.npy,CT_20-04-20,FALSE
53,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-13_image_364.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-13_lung_mask_364.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-13_covid_mask_364.npy,CT_20-04-13,FALSE
54,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_image_3234.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_lung_mask_3234.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_covid_mask_3234.npy,CT_20-04-20,FALSE
55,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_image_3442.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_lung_mask_3442.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_covid_mask_3442.npy,CT_20-04-20,FALSE
56,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_image_1869.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_lung_mask_1869.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_covid_mask_1869.npy,CT_20-04-20,FALSE
57,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_image_1742.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_lung_mask_1742.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_covid_mask_1742.npy,CT_20-04-20,FALSE
58,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_image_2212.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_lung_mask_2212.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_covid_mask_2212.npy,CT_20-04-20,FALSE
59,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-13_image_765.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-13_lung_mask_765.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-13_covid_mask_765.npy,CT_20-04-13,FALSE
60,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_image_2240.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_lung_mask_2240.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_covid_mask_2240.npy,CT_20-04-20,FALSE
61,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-13_image_280.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-13_lung_mask_280.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-13_covid_mask_280.npy,CT_20-04-13,FALSE
62,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_image_1878.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_lung_mask_1878.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_covid_mask_1878.npy,CT_20-04-20,FALSE
63,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_image_3487.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_lung_mask_3487.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_covid_mask_3487.npy,CT_20-04-20,FALSE
64,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_image_2801.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_lung_mask_2801.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_covid_mask_2801.npy,CT_20-04-20,FALSE
65,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_image_3016.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_lung_mask_3016.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_covid_mask_3016.npy,CT_20-04-20,FALSE
66,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_image_240.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_lung_mask_240.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_covid_mask_240.npy,CT_20-04-20,FALSE
67,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-13_image_621.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-13_lung_mask_621.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-13_covid_mask_621.npy,CT_20-04-13,FALSE
68,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-03-24_image_81.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-03-24_lung_mask_81.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-03-24_covid_mask_81.npy,CT_20-03-24,TRUE
69,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_image_807.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_lung_mask_807.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_covid_mask_807.npy,CT_20-04-20,FALSE
70,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_image_2176.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_lung_mask_2176.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_covid_mask_2176.npy,CT_20-04-20,FALSE
71,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_image_206.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_lung_mask_206.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_covid_mask_206.npy,CT_20-04-20,FALSE
72,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_image_3295.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_lung_mask_3295.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_covid_mask_3295.npy,CT_20-04-20,FALSE
73,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-13_image_252.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-13_lung_mask_252.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-13_covid_mask_252.npy,CT_20-04-13,FALSE
74,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_image_297.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_lung_mask_297.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_covid_mask_297.npy,CT_20-04-20,FALSE
75,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-13_image_741.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-13_lung_mask_741.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-13_covid_mask_741.npy,CT_20-04-13,FALSE
76,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_image_2848.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_lung_mask_2848.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_covid_mask_2848.npy,CT_20-04-20,FALSE
77,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-13_image_237.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-13_lung_mask_237.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-13_covid_mask_237.npy,CT_20-04-13,FALSE
78,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_image_411.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_lung_mask_411.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_covid_mask_411.npy,CT_20-04-20,FALSE
79,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_image_1217.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_lung_mask_1217.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_covid_mask_1217.npy,CT_20-04-20,FALSE
80,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_image_2857.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_lung_mask_2857.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_covid_mask_2857.npy,CT_20-04-20,FALSE
81,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_image_2940.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_lung_mask_2940.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_covid_mask_2940.npy,CT_20-04-20,FALSE
82,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_image_3140.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_lung_mask_3140.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_covid_mask_3140.npy,CT_20-04-20,FALSE
83,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_image_1285.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_lung_mask_1285.npy,/datadrive/COVID_CT_Images/CT_slices/CT_lung_Dataset_20-04-20_covid_mask_1285.npy,CT_20-04-20,FALSE
